Дата,T
18.05.2018 2:00,4.2
17.05.2018 23:00,5.6
17.05.2018 20:00,7.9
17.05.2018 17:00,9.1
17.05.2018 14:00,7.8
17.05.2018 11:00,5.6
17.05.2018 8:00,3.6
17.05.2018 5:00,2.5
17.05.2018 2:00,3.8
16.05.2018 23:00,4.4
16.05.2018 20:00,10.4
16.05.2018 17:00,16.7
16.05.2018 14:00,19.4
16.05.2018 11:00,18.1
16.05.2018 8:00,11.5
16.05.2018 5:00,6.1
16.05.2018 2:00,6.7
15.05.2018 23:00,7.6
15.05.2018 20:00,10.4
15.05.2018 17:00,12.3
15.05.2018 14:00,11.9
15.05.2018 11:00,9.4
15.05.2018 8:00,6.3
15.05.2018 5:00,6.3
15.05.2018 2:00,11.5
14.05.2018 23:00,11.2
14.05.2018 20:00,13.4
14.05.2018 17:00,15.5
14.05.2018 14:00,14.3
14.05.2018 11:00,11.8
14.05.2018 8:00,8.5
14.05.2018 5:00,0.9
14.05.2018 2:00,1.7
13.05.2018 23:00,4.5
13.05.2018 20:00,7.8
13.05.2018 17:00,8.4
13.05.2018 14:00,8.9
13.05.2018 11:00,6.9
13.05.2018 8:00,2.8
13.05.2018 5:00,1.8
13.05.2018 2:00,4.7
12.05.2018 23:00,10.5
12.05.2018 20:00,12.1
12.05.2018 17:00,12.6
12.05.2018 14:00,12.0
12.05.2018 11:00,10.1
12.05.2018 8:00,7.0
12.05.2018 5:00,4.7
12.05.2018 2:00,8.1
11.05.2018 23:00,9.7
11.05.2018 20:00,10.3
11.05.2018 17:00,12.4
11.05.2018 14:00,14.6
11.05.2018 11:00,13.4
11.05.2018 8:00,11.7
11.05.2018 5:00,12.6
11.05.2018 2:00,13.7
10.05.2018 23:00,15.1
10.05.2018 20:00,15.4
10.05.2018 17:00,17.6
10.05.2018 14:00,17.2
10.05.2018 11:00,13.0
10.05.2018 8:00,8.8
10.05.2018 5:00,4.4
10.05.2018 2:00,5.3
09.05.2018 23:00,7.1
09.05.2018 20:00,8.8
09.05.2018 17:00,11.7
09.05.2018 14:00,10.7
09.05.2018 11:00,8.5
09.05.2018 8:00,4.3
09.05.2018 5:00,4.0
09.05.2018 2:00,5.4
08.05.2018 23:00,7.2
08.05.2018 20:00,10.6
08.05.2018 17:00,13.7
08.05.2018 14:00,15.2
08.05.2018 11:00,13.7
08.05.2018 8:00,8.9
08.05.2018 5:00,7.5
08.05.2018 2:00,7.6
07.05.2018 23:00,9.4
07.05.2018 20:00,9.7
07.05.2018 17:00,9.7
07.05.2018 14:00,9.1
07.05.2018 11:00,8.7
07.05.2018 8:00,5.5
07.05.2018 5:00,1.5
07.05.2018 2:00,1.9
06.05.2018 23:00,3.0
06.05.2018 20:00,4.5
06.05.2018 17:00,5.5
06.05.2018 14:00,4.7
06.05.2018 11:00,0.3
06.05.2018 8:00,-1.2
06.05.2018 5:00,-1.7
06.05.2018 2:00,0.1
05.05.2018 23:00,1.8
05.05.2018 20:00,2.4
05.05.2018 17:00,4.1
05.05.2018 14:00,5.0
05.05.2018 11:00,4.9
05.05.2018 8:00,3.1
05.05.2018 5:00,3.5
05.05.2018 2:00,8.7
04.05.2018 23:00,12.9
04.05.2018 20:00,16.9
04.05.2018 17:00,24.1
04.05.2018 14:00,23.8
04.05.2018 11:00,20.3
04.05.2018 8:00,11.1
04.05.2018 5:00,8.6
04.05.2018 2:00,8.6
03.05.2018 23:00,8.7
03.05.2018 20:00,8.4
03.05.2018 17:00,8.9
03.05.2018 14:00,10.6
03.05.2018 11:00,11.6
03.05.2018 8:00,8.5
03.05.2018 5:00,4.3
03.05.2018 2:00,3.9
02.05.2018 23:00,4.4
02.05.2018 20:00,7.1
02.05.2018 17:00,6.5
02.05.2018 14:00,7.7
02.05.2018 11:00,5.9
02.05.2018 8:00,3.7
02.05.2018 5:00,6.6
02.05.2018 2:00,5.6
01.05.2018 23:00,6.6
01.05.2018 20:00,10.2
01.05.2018 17:00,11.6
01.05.2018 14:00,10.4
01.05.2018 11:00,8.5
01.05.2018 8:00,7.4
01.05.2018 5:00,2.9
01.05.2018 2:00,5.0
30.04.2018 23:00,8.0
30.04.2018 20:00,13.4
30.04.2018 17:00,16.0
30.04.2018 14:00,16.5
30.04.2018 11:00,10.9
30.04.2018 8:00,8.1
30.04.2018 5:00,12.4
30.04.2018 2:00,15.3
29.04.2018 23:00,15.9
29.04.2018 20:00,19.5
29.04.2018 17:00,22.7
29.04.2018 14:00,21.4
29.04.2018 11:00,16.4
29.04.2018 8:00,10.5
29.04.2018 5:00,6.4
29.04.2018 2:00,7.1
28.04.2018 23:00,8.7
28.04.2018 20:00,10.0
28.04.2018 17:00,11.7
28.04.2018 14:00,9.2
28.04.2018 11:00,7.1
28.04.2018 8:00,6.0
28.04.2018 5:00,6.5
28.04.2018 2:00,8.5
27.04.2018 23:00,9.2
27.04.2018 20:00,10.1
27.04.2018 17:00,8.2
27.04.2018 14:00,11.4
27.04.2018 11:00,7.3
27.04.2018 8:00,6.9
27.04.2018 5:00,5.3
27.04.2018 2:00,4.7
26.04.2018 23:00,6.5
26.04.2018 20:00,7.9
26.04.2018 17:00,9.7
26.04.2018 14:00,9.1
26.04.2018 11:00,6.8
26.04.2018 8:00,5.3
26.04.2018 5:00,2.6
26.04.2018 2:00,2.6
25.04.2018 23:00,2.9
25.04.2018 20:00,4.0
25.04.2018 17:00,6.3
25.04.2018 14:00,6.7
25.04.2018 11:00,6.9
25.04.2018 8:00,4.2
25.04.2018 5:00,5.6
25.04.2018 2:00,7.3
24.04.2018 23:00,8.6
24.04.2018 20:00,8.6
24.04.2018 17:00,9.4
24.04.2018 14:00,10.4
24.04.2018 11:00,13.2
24.04.2018 8:00,11.4
24.04.2018 5:00,9.6
24.04.2018 2:00,11.2
23.04.2018 23:00,12.2
23.04.2018 20:00,13.5
23.04.2018 17:00,16.1
23.04.2018 14:00,16.1
23.04.2018 11:00,13.5
23.04.2018 8:00,9.3
23.04.2018 5:00,8.9
23.04.2018 2:00,9.2
22.04.2018 23:00,10.3
22.04.2018 20:00,11.1
22.04.2018 17:00,11.6
22.04.2018 14:00,14.3
22.04.2018 11:00,13.3
22.04.2018 8:00,10.0
22.04.2018 5:00,11.6
22.04.2018 2:00,13.7
21.04.2018 23:00,14.3
21.04.2018 20:00,15.5
21.04.2018 17:00,17.6
21.04.2018 14:00,15.0
21.04.2018 11:00,12.8
21.04.2018 8:00,9.5
21.04.2018 5:00,7.4
21.04.2018 2:00,8.5
20.04.2018 23:00,10.8
20.04.2018 20:00,12.1
20.04.2018 17:00,14.1
20.04.2018 14:00,13.7
20.04.2018 11:00,10.1
20.04.2018 8:00,4.5
20.04.2018 5:00,1.6
20.04.2018 2:00,1.1
19.04.2018 23:00,1.1
19.04.2018 20:00,1.8
19.04.2018 17:00,4.3
19.04.2018 14:00,2.2
19.04.2018 11:00,1.1
19.04.2018 8:00,-1.3
19.04.2018 5:00,-2.0
19.04.2018 2:00,-1.6
18.04.2018 23:00,0.4
18.04.2018 20:00,6.3
18.04.2018 17:00,9.2
18.04.2018 14:00,9.4
18.04.2018 11:00,7.1
18.04.2018 8:00,1.8
18.04.2018 5:00,-1.6
18.04.2018 2:00,-2.1
17.04.2018 23:00,1.2
17.04.2018 20:00,2.9
17.04.2018 17:00,5.6
17.04.2018 14:00,7.1
17.04.2018 11:00,6.7
17.04.2018 8:00,2.8
17.04.2018 5:00,1.0
17.04.2018 2:00,4.2
16.04.2018 23:00,6.5
16.04.2018 20:00,7.4
16.04.2018 17:00,9.8
16.04.2018 14:00,10.4
16.04.2018 11:00,10.0
16.04.2018 8:00,5.5
16.04.2018 5:00,0.8
16.04.2018 2:00,1.6
15.04.2018 23:00,2.7
15.04.2018 20:00,5.2
15.04.2018 17:00,9.4
15.04.2018 14:00,8.9
15.04.2018 11:00,7.5
15.04.2018 8:00,4.4
15.04.2018 5:00,-3.4
15.04.2018 2:00,-2.4
14.04.2018 23:00,1.2
14.04.2018 20:00,4.4
14.04.2018 17:00,7.7
14.04.2018 14:00,7.6
14.04.2018 11:00,5.4
14.04.2018 8:00,1.4
14.04.2018 5:00,-4.3
14.04.2018 2:00,-3.6
13.04.2018 23:00,-1.7
13.04.2018 20:00,0.5
13.04.2018 17:00,3.3
13.04.2018 14:00,8.9
13.04.2018 11:00,13.5
13.04.2018 8:00,7.8
13.04.2018 5:00,6.5
13.04.2018 2:00,8.9
12.04.2018 23:00,10.7
12.04.2018 20:00,11.3
12.04.2018 17:00,14.3
12.04.2018 14:00,14.4
12.04.2018 11:00,11.9
12.04.2018 8:00,5.9
12.04.2018 5:00,3.5
12.04.2018 2:00,4.7
11.04.2018 23:00,6.1
11.04.2018 20:00,7.4
11.04.2018 17:00,10.5
11.04.2018 14:00,8.4
11.04.2018 11:00,6.2
11.04.2018 8:00,2.2
11.04.2018 5:00,-0.8
11.04.2018 2:00,-1.7
10.04.2018 23:00,0.3
10.04.2018 20:00,1.4
10.04.2018 17:00,2.8
10.04.2018 14:00,3.4
10.04.2018 11:00,3.6
10.04.2018 8:00,1.5
10.04.2018 5:00,0.6
10.04.2018 2:00,0.9
09.04.2018 23:00,0.9
09.04.2018 20:00,0.7
09.04.2018 17:00,1.9
09.04.2018 14:00,2.9
09.04.2018 11:00,3.2
09.04.2018 8:00,0.7
09.04.2018 5:00,2.1
09.04.2018 2:00,3.3
08.04.2018 23:00,4.7
08.04.2018 20:00,6.3
08.04.2018 17:00,6.1
08.04.2018 14:00,4.7
08.04.2018 11:00,3.6
08.04.2018 8:00,0.7
08.04.2018 5:00,-0.4
08.04.2018 2:00,-0.1
07.04.2018 23:00,0.2
07.04.2018 20:00,0.6
07.04.2018 17:00,2.1
07.04.2018 14:00,2.8
07.04.2018 11:00,1.5
07.04.2018 8:00,1.0
07.04.2018 5:00,1.4
07.04.2018 2:00,1.9
06.04.2018 23:00,2.6
06.04.2018 20:00,4.0
06.04.2018 17:00,5.7
06.04.2018 14:00,4.1
06.04.2018 11:00,1.9
06.04.2018 8:00,0.7
06.04.2018 5:00,2.1
06.04.2018 2:00,4.1
05.04.2018 23:00,5.1
05.04.2018 20:00,4.9
05.04.2018 17:00,7.6
05.04.2018 14:00,6.1
05.04.2018 11:00,3.5
05.04.2018 8:00,-0.9
05.04.2018 5:00,-1.9
05.04.2018 2:00,-1.2
04.04.2018 23:00,0.0
04.04.2018 20:00,0.2
04.04.2018 17:00,3.2
04.04.2018 14:00,2.8
04.04.2018 11:00,0.9
04.04.2018 8:00,-2.6
04.04.2018 5:00,-5.0
04.04.2018 2:00,-4.2
03.04.2018 23:00,-3.0
03.04.2018 20:00,-1.9
03.04.2018 17:00,-0.2
03.04.2018 14:00,-0.5
03.04.2018 11:00,-0.6
03.04.2018 8:00,-2.7
03.04.2018 5:00,-4.3
03.04.2018 2:00,-4.2
02.04.2018 23:00,-3.3
02.04.2018 20:00,-4.1
02.04.2018 17:00,-3.7
02.04.2018 14:00,-1.8
02.04.2018 11:00,-2.4
02.04.2018 8:00,-6.7
02.04.2018 5:00,-10.1
02.04.2018 2:00,-10.0
01.04.2018 23:00,-8.6
01.04.2018 20:00,-6.0
01.04.2018 17:00,-2.8
01.04.2018 14:00,-1.3
01.04.2018 11:00,-4.8
01.04.2018 8:00,-12.0
01.04.2018 5:00,-13.5
01.04.2018 2:00,-12.5
31.03.2018 23:00,-9.7
31.03.2018 20:00,-6.5
31.03.2018 17:00,-3.5
31.03.2018 14:00,-3.5
31.03.2018 11:00,-5.0
31.03.2018 8:00,-9.8
31.03.2018 5:00,-13.9
31.03.2018 2:00,-12.1
30.03.2018 23:00,-10.0
30.03.2018 20:00,-7.8
30.03.2018 17:00,-7.8
30.03.2018 14:00,-6.2
30.03.2018 11:00,-5.3
30.03.2018 8:00,-4.1
30.03.2018 5:00,-2.5
30.03.2018 2:00,-1.2
29.03.2018 23:00,-0.2
29.03.2018 20:00,0.7
29.03.2018 17:00,1.9
29.03.2018 14:00,2.1
29.03.2018 11:00,1.4
29.03.2018 8:00,-1.1
29.03.2018 5:00,-2.1
29.03.2018 2:00,-0.8
28.03.2018 23:00,-0.4
28.03.2018 20:00,-0.1
28.03.2018 17:00,0.5
28.03.2018 14:00,0.0
28.03.2018 11:00,-2.2
28.03.2018 8:00,-5.4
28.03.2018 5:00,-6.5
28.03.2018 2:00,-5.3
27.03.2018 23:00,-4.9
27.03.2018 20:00,-2.7
27.03.2018 17:00,-0.5
27.03.2018 14:00,-0.5
27.03.2018 11:00,-0.4
27.03.2018 8:00,-2.7
27.03.2018 5:00,-3.1
27.03.2018 2:00,-3.5
26.03.2018 23:00,-4.9
26.03.2018 20:00,-4.6
26.03.2018 17:00,-2.7
26.03.2018 14:00,-2.1
26.03.2018 11:00,-2.9
26.03.2018 8:00,-6.0
26.03.2018 5:00,-5.0
26.03.2018 2:00,-4.2
25.03.2018 23:00,-2.2
25.03.2018 20:00,-0.6
25.03.2018 17:00,0.2
25.03.2018 14:00,-0.4
25.03.2018 11:00,-1.6
25.03.2018 8:00,-2.9
25.03.2018 5:00,-3.9
25.03.2018 2:00,-4.1
24.03.2018 23:00,-4.3
24.03.2018 20:00,-4.5
24.03.2018 17:00,-3.3
24.03.2018 14:00,-4.1
24.03.2018 11:00,-5.7
24.03.2018 8:00,-6.1
24.03.2018 5:00,-6.5
24.03.2018 2:00,-4.4
23.03.2018 23:00,-2.2
23.03.2018 20:00,1.5
23.03.2018 17:00,0.7
23.03.2018 14:00,-0.3
23.03.2018 11:00,-0.6
23.03.2018 8:00,-0.6
23.03.2018 5:00,0.2
23.03.2018 2:00,0.5
22.03.2018 23:00,0.9
22.03.2018 20:00,4.2
22.03.2018 17:00,6.6
22.03.2018 14:00,7.2
22.03.2018 11:00,5.4
22.03.2018 8:00,2.3
22.03.2018 5:00,1.3
22.03.2018 2:00,1.8
21.03.2018 23:00,1.8
21.03.2018 20:00,1.5
21.03.2018 17:00,1.7
21.03.2018 14:00,2.0
21.03.2018 11:00,1.9
21.03.2018 8:00,1.8
21.03.2018 5:00,1.4
21.03.2018 2:00,0.2
20.03.2018 23:00,-1.5
20.03.2018 20:00,-2.8
20.03.2018 17:00,-2.7
20.03.2018 14:00,-4.0
20.03.2018 11:00,-7.4
20.03.2018 8:00,-13.8
20.03.2018 5:00,-16.1
20.03.2018 2:00,-15.2
19.03.2018 23:00,-12.7
19.03.2018 20:00,-10.6
19.03.2018 17:00,-5.2
19.03.2018 14:00,1.1
19.03.2018 11:00,2.0
19.03.2018 8:00,-0.9
19.03.2018 5:00,-2.1
19.03.2018 2:00,-1.8
18.03.2018 23:00,-0.5
18.03.2018 20:00,0.6
18.03.2018 17:00,1.8
18.03.2018 14:00,2.5
18.03.2018 11:00,-0.9
18.03.2018 8:00,-5.6
18.03.2018 5:00,-5.1
18.03.2018 2:00,-4.5
17.03.2018 23:00,-4.9
17.03.2018 20:00,-5.2
17.03.2018 17:00,-0.5
17.03.2018 14:00,-1.6
17.03.2018 11:00,-5.6
17.03.2018 8:00,-16.5
17.03.2018 5:00,-16.9
17.03.2018 2:00,-16.5
16.03.2018 23:00,-14.2
16.03.2018 20:00,-11.5
16.03.2018 17:00,-6.7
16.03.2018 14:00,-5.9
16.03.2018 11:00,-10.1
16.03.2018 8:00,-14.7
16.03.2018 5:00,-15.4
16.03.2018 2:00,-15.4
15.03.2018 23:00,-13.0
15.03.2018 20:00,-11.0
15.03.2018 17:00,-6.1
15.03.2018 14:00,-6.4
15.03.2018 11:00,-9.0
15.03.2018 8:00,-14.7
15.03.2018 5:00,-14.1
15.03.2018 2:00,-12.6
14.03.2018 23:00,-10.6
14.03.2018 20:00,-7.7
14.03.2018 17:00,-4.8
14.03.2018 14:00,-3.4
14.03.2018 11:00,-4.9
14.03.2018 8:00,-3.5
14.03.2018 5:00,-4.7
14.03.2018 2:00,-5.4
13.03.2018 23:00,-5.7
13.03.2018 20:00,-7.7
13.03.2018 17:00,-5.6
13.03.2018 14:00,-5.9
13.03.2018 11:00,-8.8
13.03.2018 8:00,-15.1
13.03.2018 5:00,-17.2
13.03.2018 2:00,-17.5
12.03.2018 23:00,-15.8
12.03.2018 20:00,-14.3
12.03.2018 17:00,-11.9
12.03.2018 14:00,-10.2
12.03.2018 11:00,-11.9
12.03.2018 8:00,-16.8
12.03.2018 5:00,-17.1
12.03.2018 2:00,-15.9
11.03.2018 23:00,-15.4
11.03.2018 20:00,-13.0
11.03.2018 17:00,-10.3
11.03.2018 14:00,-9.4
11.03.2018 11:00,-12.0
11.03.2018 8:00,-15.9
11.03.2018 5:00,-15.2
11.03.2018 2:00,-12.7
10.03.2018 23:00,-11.8
10.03.2018 20:00,-9.8
10.03.2018 17:00,-8.1
10.03.2018 14:00,-7.4
10.03.2018 11:00,-8.6
10.03.2018 8:00,-8.3
10.03.2018 5:00,-7.6
10.03.2018 2:00,-6.6
09.03.2018 23:00,-6.6
09.03.2018 20:00,-6.4
09.03.2018 17:00,-4.7
09.03.2018 14:00,-2.7
09.03.2018 11:00,-4.5
09.03.2018 8:00,-9.1
09.03.2018 5:00,-10.4
09.03.2018 2:00,-10.1
08.03.2018 23:00,-11.7
08.03.2018 20:00,-12.2
08.03.2018 17:00,-9.9
08.03.2018 14:00,-9.8
08.03.2018 11:00,-13.8
08.03.2018 8:00,-17.9
08.03.2018 5:00,-17.5
08.03.2018 2:00,-16.6
07.03.2018 23:00,-14.4
07.03.2018 20:00,-13.6
07.03.2018 17:00,-12.4
07.03.2018 14:00,-11.0
07.03.2018 11:00,-11.5
07.03.2018 8:00,-12.3
07.03.2018 5:00,-11.4
07.03.2018 2:00,-9.5
06.03.2018 23:00,-4.7
06.03.2018 20:00,0.6
06.03.2018 17:00,2.5
06.03.2018 14:00,3.4
06.03.2018 11:00,2.6
06.03.2018 8:00,-1.0
06.03.2018 5:00,-3.2
06.03.2018 2:00,-5.0
05.03.2018 23:00,-4.1
05.03.2018 20:00,-3.6
05.03.2018 17:00,-3.9
05.03.2018 14:00,-2.2
05.03.2018 11:00,-6.6
05.03.2018 8:00,-10.9
05.03.2018 5:00,-13.4
05.03.2018 2:00,-12.6
04.03.2018 23:00,-11.5
04.03.2018 20:00,-11.2
04.03.2018 17:00,-9.4
04.03.2018 14:00,-6.7
04.03.2018 11:00,-7.0
04.03.2018 8:00,-12.9
04.03.2018 5:00,-13.9
04.03.2018 2:00,-15.1
03.03.2018 23:00,-14.1
03.03.2018 20:00,-13.7
03.03.2018 17:00,-10.1
03.03.2018 14:00,-9.7
03.03.2018 11:00,-13.7
03.03.2018 8:00,-18.5
03.03.2018 5:00,-16.5
03.03.2018 2:00,-17.0
02.03.2018 23:00,-17.0
02.03.2018 20:00,-17.1
02.03.2018 17:00,-15.1
02.03.2018 14:00,-15.5
02.03.2018 11:00,-19.4
02.03.2018 8:00,-25.1
02.03.2018 5:00,-25.5
02.03.2018 2:00,-24.3
01.03.2018 23:00,-20.9
01.03.2018 20:00,-18.8
01.03.2018 17:00,-15.4
01.03.2018 14:00,-14.4
01.03.2018 11:00,-16.7
01.03.2018 8:00,-20.8
01.03.2018 5:00,-19.0
01.03.2018 2:00,-16.1
28.02.2018 23:00,-11.2
28.02.2018 20:00,-7.4
28.02.2018 17:00,-7.4
28.02.2018 14:00,-5.7
28.02.2018 11:00,-6.0
28.02.2018 8:00,-7.9
28.02.2018 5:00,-5.1
28.02.2018 2:00,-5.5
27.02.2018 23:00,-4.8
27.02.2018 20:00,-3.6
27.02.2018 17:00,-3.7
27.02.2018 14:00,-3.4
27.02.2018 11:00,-8.7
27.02.2018 8:00,-10.9
27.02.2018 5:00,-8.5
27.02.2018 2:00,-7.6
26.02.2018 23:00,-6.5
26.02.2018 20:00,-4.7
26.02.2018 17:00,-2.5
26.02.2018 14:00,-1.1
26.02.2018 11:00,-4.1
26.02.2018 8:00,-5.6
26.02.2018 5:00,-7.5
26.02.2018 2:00,-9.7
25.02.2018 23:00,-9.2
25.02.2018 20:00,-7.6
25.02.2018 17:00,-6.1
25.02.2018 14:00,-5.4
25.02.2018 11:00,-10.3
25.02.2018 8:00,-15.4
25.02.2018 5:00,-18.7
25.02.2018 2:00,-18.4
24.02.2018 23:00,-15.7
24.02.2018 20:00,-14.7
24.02.2018 17:00,-11.4
24.02.2018 14:00,-9.3
24.02.2018 11:00,-10.8
24.02.2018 8:00,-12.7
24.02.2018 5:00,-12.0
24.02.2018 2:00,-11.8
23.02.2018 23:00,-12.1
23.02.2018 20:00,-11.2
23.02.2018 17:00,-10.6
23.02.2018 14:00,-9.4
23.02.2018 11:00,-11.7
23.02.2018 8:00,-16.3
23.02.2018 5:00,-15.7
23.02.2018 2:00,-14.4
22.02.2018 23:00,-14.8
22.02.2018 20:00,-13.3
22.02.2018 17:00,-10.8
22.02.2018 14:00,-9.9
22.02.2018 11:00,-11.7
22.02.2018 8:00,-16.4
22.02.2018 5:00,-13.3
22.02.2018 2:00,-12.5
21.02.2018 23:00,-8.0
21.02.2018 20:00,-4.9
21.02.2018 17:00,-4.3
21.02.2018 14:00,-3.9
21.02.2018 11:00,-3.3
21.02.2018 8:00,-5.1
21.02.2018 5:00,-5.5
21.02.2018 2:00,-7.5
20.02.2018 23:00,-6.9
20.02.2018 20:00,-7.3
20.02.2018 17:00,-6.7
20.02.2018 14:00,-6.9
20.02.2018 11:00,-11.4
20.02.2018 8:00,-14.9
20.02.2018 5:00,-17.3
20.02.2018 2:00,-15.7
19.02.2018 23:00,-15.1
19.02.2018 20:00,-16.3
19.02.2018 17:00,-12.4
19.02.2018 14:00,-12.5
19.02.2018 11:00,-16.5
19.02.2018 8:00,-22.3
19.02.2018 5:00,-22.6
19.02.2018 2:00,-22.6
18.02.2018 23:00,-22.0
18.02.2018 20:00,-20.0
18.02.2018 17:00,-16.1
18.02.2018 14:00,-14.1
18.02.2018 11:00,-17.6
18.02.2018 8:00,-22.4
18.02.2018 5:00,-21.5
18.02.2018 2:00,-21.8
17.02.2018 23:00,-19.8
17.02.2018 20:00,-18.1
17.02.2018 17:00,-14.3
17.02.2018 14:00,-12.7
17.02.2018 11:00,-15.6
17.02.2018 8:00,-18.8
17.02.2018 5:00,-18.7
17.02.2018 2:00,-17.3
16.02.2018 23:00,-17.9
16.02.2018 20:00,-19.4
16.02.2018 17:00,-17.0
16.02.2018 14:00,-15.7
16.02.2018 11:00,-19.7
16.02.2018 8:00,-23.9
16.02.2018 5:00,-21.4
16.02.2018 2:00,-22.5
15.02.2018 23:00,-18.8
15.02.2018 20:00,-17.6
15.02.2018 17:00,-17.2
15.02.2018 14:00,-16.9
15.02.2018 11:00,-20.0
15.02.2018 8:00,-22.6
15.02.2018 5:00,-21.8
15.02.2018 2:00,-21.7
14.02.2018 23:00,-20.4
14.02.2018 20:00,-22.1
14.02.2018 17:00,-20.0
14.02.2018 14:00,-18.4
14.02.2018 11:00,-22.3
14.02.2018 8:00,-23.6
14.02.2018 5:00,-16.2
14.02.2018 2:00,-13.1
13.02.2018 23:00,-14.0
13.02.2018 20:00,-10.1
13.02.2018 17:00,-9.3
13.02.2018 14:00,-7.9
13.02.2018 11:00,-11.3
13.02.2018 8:00,-19.1
13.02.2018 5:00,-16.3
13.02.2018 2:00,-14.0
12.02.2018 23:00,-14.8
12.02.2018 20:00,-12.9
12.02.2018 17:00,-10.6
12.02.2018 14:00,-10.6
12.02.2018 11:00,-13.8
12.02.2018 8:00,-16.0
12.02.2018 5:00,-14.4
12.02.2018 2:00,-14.2
11.02.2018 23:00,-13.9
11.02.2018 20:00,-13.9
11.02.2018 17:00,-13.8
11.02.2018 14:00,-10.9
11.02.2018 11:00,-15.0
11.02.2018 8:00,-20.5
11.02.2018 5:00,-19.1
11.02.2018 2:00,-19.8
10.02.2018 23:00,-19.4
10.02.2018 20:00,-17.7
10.02.2018 17:00,-13.2
10.02.2018 14:00,-10.1
10.02.2018 11:00,-11.6
10.02.2018 8:00,-16.8
10.02.2018 5:00,-17.9
10.02.2018 2:00,-16.3
09.02.2018 23:00,-13.4
09.02.2018 20:00,-11.8
09.02.2018 17:00,-8.8
09.02.2018 14:00,-7.6
09.02.2018 11:00,-8.9
09.02.2018 8:00,-14.1
09.02.2018 5:00,-15.3
09.02.2018 2:00,-14.2
08.02.2018 23:00,-12.8
08.02.2018 20:00,-12.4
08.02.2018 17:00,-11.4
08.02.2018 14:00,-10.9
08.02.2018 11:00,-16.3
08.02.2018 8:00,-18.8
08.02.2018 5:00,-19.5
08.02.2018 2:00,-17.1
07.02.2018 23:00,-15.1
07.02.2018 20:00,-12.7
07.02.2018 17:00,-13.0
07.02.2018 14:00,-10.3
07.02.2018 11:00,-12.4
07.02.2018 8:00,-16.8
07.02.2018 5:00,-18.2
07.02.2018 2:00,-19.1
06.02.2018 23:00,-18.0
06.02.2018 20:00,-15.1
06.02.2018 17:00,-16.3
06.02.2018 14:00,-12.0
06.02.2018 11:00,-16.4
06.02.2018 8:00,-19.1
06.02.2018 5:00,-18.3
06.02.2018 2:00,-18.7
05.02.2018 23:00,-16.7
05.02.2018 20:00,-14.6
05.02.2018 17:00,-14.1
05.02.2018 14:00,-8.9
05.02.2018 11:00,-13.0
05.02.2018 8:00,-13.7
05.02.2018 5:00,-17.3
05.02.2018 2:00,-16.8
04.02.2018 23:00,-12.3
04.02.2018 20:00,-14.2
04.02.2018 17:00,-9.7
04.02.2018 14:00,-9.6
04.02.2018 11:00,-12.0
04.02.2018 8:00,-15.8
04.02.2018 5:00,-14.5
04.02.2018 2:00,-14.4
03.02.2018 23:00,-14.4
03.02.2018 20:00,-11.9
03.02.2018 17:00,-9.2
03.02.2018 14:00,-7.8
03.02.2018 11:00,-7.5
03.02.2018 8:00,-13.3
03.02.2018 5:00,-13.4
03.02.2018 2:00,-13.8
02.02.2018 23:00,-13.2
02.02.2018 20:00,-10.5
02.02.2018 17:00,-10.6
02.02.2018 14:00,-10.2
02.02.2018 11:00,-12.6
02.02.2018 8:00,-16.1
02.02.2018 5:00,-17.9
02.02.2018 2:00,-16.9
01.02.2018 23:00,-15.6
01.02.2018 20:00,-15.5
01.02.2018 17:00,-16.0
01.02.2018 14:00,-15.5
01.02.2018 11:00,-18.3
01.02.2018 8:00,-20.1
01.02.2018 5:00,-19.1
01.02.2018 2:00,-15.1
31.01.2018 23:00,-14.8
31.01.2018 20:00,-10.5
31.01.2018 17:00,-9.4
31.01.2018 14:00,-8.2
31.01.2018 11:00,-9.4
31.01.2018 8:00,-18.7
31.01.2018 5:00,-15.8
31.01.2018 2:00,-18.9
30.01.2018 23:00,-20.0
30.01.2018 20:00,-20.7
30.01.2018 17:00,-17.8
30.01.2018 14:00,-13.2
30.01.2018 11:00,-19.8
30.01.2018 8:00,-25.4
30.01.2018 5:00,-25.5
30.01.2018 2:00,-24.2
29.01.2018 23:00,-22.5
29.01.2018 20:00,-20.8
29.01.2018 17:00,-18.4
29.01.2018 14:00,-15.7
29.01.2018 11:00,-20.2
29.01.2018 8:00,-23.4
29.01.2018 5:00,-23.5
29.01.2018 2:00,-23.3
28.01.2018 23:00,-23.2
28.01.2018 20:00,-24.1
28.01.2018 17:00,-23.0
28.01.2018 14:00,-21.2
28.01.2018 11:00,-24.5
28.01.2018 8:00,-28.0
28.01.2018 5:00,-28.5
28.01.2018 2:00,-27.7
27.01.2018 23:00,-26.1
27.01.2018 20:00,-24.9
27.01.2018 17:00,-23.8
27.01.2018 14:00,-22.5
27.01.2018 11:00,-25.8
27.01.2018 8:00,-28.9
27.01.2018 5:00,-29.9
27.01.2018 2:00,-29.9
26.01.2018 23:00,-29.2
26.01.2018 20:00,-27.4
26.01.2018 17:00,-26.1
26.01.2018 14:00,-26.9
26.01.2018 11:00,-29.2
26.01.2018 8:00,-33.5
26.01.2018 5:00,-33.5
26.01.2018 2:00,-32.9
